Transaction_ID,Source_Account,Destination_Account,Amount,Date
T001215,AC02017,AC00999,414005,12-02-2026
T001216,AC00298,AC01732,319402,27-07-2025
T001217,AC00803,AC00300,475565,09-01-2025
T001218,AC00786,AC02175,444615,06-08-2024
T001219,AC02381,AC01781,375072,14-03-2026
T001220,AC00392,AC01739,33652,14-04-2025
T001221,AC00771,AC00450,225754,01-03-2025
T001222,AC02308,AC02362,170959,30-09-2025
T001223,AC00613,AC02412,240171,21-05-2026
T001224,AC01899,AC00903,27134,17-04-2025
T001225,AC01230,AC01309,102817,07-07-2024
T001226,AC01319,AC02134,447920,01-05-2025
T001227,AC00904,AC00778,479677,22-12-2024
T001228,AC00825,AC00227,49778,12-08-2025
T001229,AC01772,AC01154,222666,02-05-2025
T001230,AC02390,AC01667,367544,17-05-2026
T001231,AC02444,AC00873,459653,20-11-2025
T001232,AC00887,AC01091,375817,28-06-2024
T001233,AC01382,AC01062,213087,26-09-2025
T001234,AC00883,AC01996,494843,18-06-2024
T001235,AC00064,AC00629,468547,17-04-2026
T001236,AC00991,AC00861,460506,06-05-2026
T001237,AC00243,AC01155,192639,19-07-2025
T001238,AC01899,AC01345,182984,26-08-2025
T001239,AC01602,AC00671,381682,02-08-2024
T001240,AC02335,AC00600,119693,27-04-2025
T001241,AC02328,AC01764,298811,24-02-2026
T001242,AC01616,AC00485,481574,01-10-2024
T001243,AC01370,AC02089,390972,28-11-2025
T001244,AC01959,AC01373,208996,06-10-2024
T001245,AC00620,AC01917,156143,05-04-2025
T001246,AC01791,AC01378,195054,24-03-2025
T001247,AC01972,AC01410,215324,05-06-2025
T001248,AC02170,AC01049,461239,06-10-2025
T001249,AC02182,AC02298,20930,30-08-2024
T001250,AC01242,AC01977,205932,16-02-2025
T001251,AC00365,AC00315,158651,12-11-2025
T001252,AC00522,AC01404,489798,24-10-2024
T001253,AC00009,AC01035,222510,27-03-2025
T001254,AC00411,AC01109,115389,31-01-2026
T001255,AC02271,AC01288,417663,12-07-2024
T001256,AC00390,AC00129,157826,30-09-2025
T001257,AC01878,AC00507,176617,04-08-2024
T001258,AC00052,AC02176,2093,13-09-2025
T001259,AC02231,AC01135,324742,15-11-2025
T001260,AC00705,AC01820,385015,17-02-2026
T001261,AC01343,AC00762,199881,27-06-2024
T001262,AC01457,AC00938,381200,24-07-2025
T001263,AC00081,AC02175,437207,17-06-2025
T001264,AC00363,AC00340,232078,18-11-2025
T001265,AC02352,AC00909,81688,19-04-2026
T001266,AC00346,AC02231,305536,05-01-2025
T001267,AC01903,AC00475,93795,09-05-2025
T001268,AC02459,AC02293,461249,17-07-2024
T001269,AC01498,AC01067,171209,27-06-2025
T001270,AC00048,AC00067,231548,28-01-2026
T001271,AC02057,AC00809,420474,24-10-2024
T001272,AC00970,AC01979,214159,21-01-2025
T001273,AC01036,AC01161,55933,16-11-2024
T001274,AC00786,AC02059,429244,16-08-2024
T001275,AC01796,AC01075,143330,26-09-2025
T001276,AC00419,AC01774,276201,09-04-2026
T001277,AC00777,AC00521,359260,06-12-2024
T001278,AC00118,AC01583,119268,21-12-2025
T001279,AC02264,AC01251,307611,19-10-2024
T001280,AC00505,AC01821,219699,03-07-2025
T001281,AC01717,AC02084,210862,18-10-2025
T001282,AC01155,AC01402,128692,04-07-2025
T001283,AC01933,AC01917,465095,07-09-2024
T001284,AC02238,AC01917,479970,11-08-2025
T001285,AC01854,AC00054,39060,27-02-2026
T001286,AC01328,AC01839,391372,22-08-2024
T001287,AC00378,AC02493,161440,06-10-2024
T001288,AC01009,AC01415,30153,06-02-2025
T001289,AC00510,AC00754,310899,31-07-2025
T001290,AC00165,AC02038,173860,22-07-2025
T001291,AC01461,AC00531,368413,22-03-2025
T001292,AC01998,AC00551,140561,09-11-2025
T001293,AC00273,AC01193,61815,13-03-2026
T001294,AC00994,AC01072,61782,04-09-2024
T001295,AC02203,AC02209,426368,06-07-2024
T001296,AC01736,AC01075,63021,03-02-2025
T001297,AC02063,AC02403,20064,18-05-2026
T001298,AC01806,AC00878,77544,06-04-2025
T001299,AC01889,AC00349,473462,29-01-2025
T001300,AC01148,AC00133,72590,22-03-2025
T001301,AC01350,AC02433,71381,08-01-2025
T001302,AC00612,AC01741,143773,01-04-2025
T001303,AC02387,AC01984,10374,14-04-2026
T001304,AC00744,AC02463,399349,24-04-2025
T001305,AC00215,AC01557,157417,13-12-2024
T001306,AC01482,AC00481,21420,11-06-2024
T001307,AC00029,AC00050,151920,16-11-2025
T001308,AC01902,AC01385,70020,31-01-2026
T001309,AC01604,AC00863,297128,26-04-2025
T001310,AC00530,AC02345,302379,20-05-2025
T001311,AC02015,AC00913,86846,27-07-2025
T001312,AC01801,AC00934,378162,06-10-2025
T001313,AC02041,AC01050,116216,28-03-2025
T001314,AC00148,AC02413,105886,05-11-2024
T001315,AC00787,AC01937,118862,23-06-2024
T001316,AC01896,AC01599,492222,19-10-2024
T001317,AC00960,AC00657,30351,08-06-2025
T001318,AC02421,AC02407,266972,13-03-2026
T001319,AC00980,AC00163,298204,08-05-2025
T001320,AC00534,AC02343,84505,29-08-2025
T001321,AC02472,AC01648,388024,21-07-2024
T001322,AC00390,AC02433,38593,11-02-2025
T001323,AC01168,AC01432,467238,02-04-2025
T001324,AC00680,AC01454,112828,23-05-2025
T001325,AC01613,AC02463,226581,03-10-2024
T001326,AC01255,AC01789,56228,30-05-2025
T001327,AC00754,AC02009,202068,10-07-2024
T001328,AC01860,AC02072,69191,22-10-2025
T001329,AC01204,AC00883,199080,27-01-2025
T001330,AC01195,AC02245,286875,27-06-2025
T001331,AC01231,AC01793,268956,01-01-2025
T001332,AC00250,AC01906,81319,17-03-2026
T001333,AC00318,AC01754,416483,10-05-2026
T001334,AC00823,AC01492,401537,19-02-2025
T001335,AC00228,AC00543,211938,29-09-2024
T001336,AC00013,AC01609,151906,21-12-2024
T001337,AC00747,AC01687,373944,24-07-2025
T001338,AC02319,AC00516,291195,25-01-2026
T001339,AC02397,AC01427,114624,11-01-2026
T001340,AC01833,AC01412,368974,07-02-2025
T001341,AC01299,AC02301,289984,02-11-2024
T001342,AC01093,AC01057,141830,10-01-2026
T001343,AC01238,AC00203,321386,10-12-2025
T001344,AC00628,AC00076,71400,23-06-2024
T001345,AC00148,AC02209,392804,19-01-2025
T001346,AC01891,AC00407,404969,19-05-2026
T001347,AC01659,AC01161,310704,09-08-2025
T001348,AC00732,AC00289,283195,11-07-2025
T001349,AC00082,AC01105,161595,23-09-2024
T001350,AC02024,AC00142,233004,11-01-2026
T001351,AC01376,AC01961,332553,09-07-2025
T001352,AC01377,AC01700,168763,27-09-2024
T001353,AC01959,AC02232,289881,11-04-2026
T001354,AC00461,AC01950,318671,03-07-2025
T001355,AC02349,AC02460,308851,03-09-2025
T001356,AC00796,AC01599,464537,20-02-2026
T001357,AC01307,AC00413,12871,12-05-2026
T001358,AC01564,AC00925,81747,12-03-2026
T001359,AC00035,AC01050,33546,13-01-2025
T001360,AC00603,AC01896,447640,11-07-2025
T001361,AC02212,AC01498,234738,26-09-2024
T001362,AC02029,AC02363,238850,18-09-2024
T001363,AC01004,AC01732,78849,14-10-2024
T001364,AC00781,AC00584,1157,04-08-2024
T001365,AC02234,AC00622,396547,23-05-2025
T001366,AC01092,AC01465,205723,03-10-2025
T001367,AC01533,AC01896,200354,22-07-2024
T001368,AC02232,AC00991,292904,21-07-2025
T001369,AC01668,AC01377,453147,03-09-2024
T001370,AC01505,AC00672,352283,30-03-2025
T001371,AC01484,AC01586,48573,14-05-2025
T001372,AC02164,AC00173,264253,22-01-2025
T001373,AC02362,AC00295,481272,04-10-2024
T001374,AC01410,AC01241,336025,25-12-2024
T001375,AC01988,AC00956,381580,09-05-2026
T001376,AC01856,AC00979,367167,11-09-2024
T001377,AC00935,AC01597,86587,02-01-2026
T001378,AC00238,AC01986,47599,20-03-2025
T001379,AC02006,AC01456,446063,05-08-2025
T001380,AC00416,AC00348,352939,14-11-2024
T001381,AC00419,AC01066,372904,28-02-2025
T001382,AC02162,AC00740,358021,21-10-2024
T001383,AC02255,AC01360,119646,16-10-2024
T001384,AC00136,AC00786,295002,27-12-2025
T001385,AC00458,AC01036,149140,16-09-2025
T001386,AC00157,AC00044,238848,25-09-2025
T001387,AC01314,AC01787,99838,08-08-2024
T001388,AC01038,AC02360,47176,06-06-2024
T001389,AC02021,AC01443,368597,12-07-2024
T001390,AC00885,AC01833,112836,13-04-2025
T001391,AC02471,AC00040,103189,12-03-2025
T001392,AC01931,AC00708,60356,02-09-2024
T001393,AC02145,AC00090,253394,07-10-2025
T001394,AC00719,AC01291,283030,31-01-2025
T001395,AC01489,AC00119,445239,07-06-2025
T001396,AC01054,AC01642,84995,11-06-2025
T001397,AC00404,AC02422,475703,30-01-2025
T001398,AC02412,AC00230,328211,23-05-2025
T001399,AC01660,AC02184,448426,15-03-2026
T001400,AC00340,AC00304,274248,21-06-2025
T001401,AC02498,AC01421,373145,30-03-2025
T001402,AC00913,AC00394,145915,31-10-2025
T001403,AC01968,AC00583,204076,01-07-2024
T001404,AC00570,AC00663,146076,14-04-2025
T001405,AC01608,AC02040,497236,25-09-2024
T001406,AC00354,AC00214,286385,20-03-2026
T001407,AC00789,AC01188,141867,20-11-2025
T001408,AC00905,AC02453,203335,23-12-2025
T001409,AC01164,AC01089,41993,19-01-2026
T001410,AC01860,AC02433,318812,24-02-2025
T001411,AC00836,AC00104,123886,02-04-2026
T001412,AC00756,AC00071,109219,26-10-2025
T001413,AC01809,AC02109,279345,02-02-2026
T001414,AC00212,AC00088,145174,15-06-2025
T001415,AC00492,AC01569,494094,06-10-2024
T001416,AC02409,AC01773,336005,26-01-2026
T001417,AC00430,AC01956,269720,06-11-2025
T001418,AC02485,AC00121,124926,25-08-2025
T001419,AC01514,AC01464,433896,05-05-2025
T001420,AC01204,AC02310,170006,27-07-2025
T001421,AC01453,AC00194,440175,15-04-2025
T001422,AC01087,AC00665,219619,23-12-2024
T001423,AC02200,AC00193,338189,16-10-2025
T001424,AC00141,AC00633,27903,23-12-2025
T001425,AC02064,AC01469,194151,13-06-2025
T001426,AC00056,AC02000,39184,03-07-2025
T001427,AC01316,AC01415,487378,11-11-2024
T001428,AC02442,AC02426,162042,29-04-2026
T001429,AC01928,AC00025,254558,29-12-2025
T001430,AC01355,AC01987,103205,01-11-2025
T001431,AC01053,AC00484,395404,09-09-2024
T001432,AC00361,AC00980,18482,03-07-2024
T001433,AC02259,AC02292,17752,23-09-2025
T001434,AC01165,AC01447,298444,30-11-2024
T001435,AC02221,AC00429,141596,13-10-2024
T001436,AC00693,AC01575,279102,14-08-2025
T001437,AC02333,AC00173,367200,18-06-2025
T001438,AC01190,AC00509,302004,07-07-2024
T001439,AC00387,AC00850,304674,05-05-2025
T001440,AC02133,AC00689,235553,04-05-2026
T001441,AC01773,AC00116,98501,15-03-2025
T001442,AC02083,AC00995,263796,12-06-2025
T001443,AC01760,AC01081,112976,19-08-2024
T001444,AC00136,AC02410,441766,22-12-2024
T001445,AC01032,AC00161,98252,06-04-2026
T001446,AC02426,AC02213,380270,04-03-2026
T001447,AC00609,AC00944,334922,04-04-2026
T001448,AC00410,AC00576,379769,26-09-2024
T001449,AC01362,AC00772,259696,12-04-2026
T001450,AC00299,AC01925,297232,30-12-2025
T001451,AC00711,AC00988,179854,13-08-2024
T001452,AC00382,AC01570,115983,31-01-2025
T001453,AC01267,AC00343,460033,06-04-2025
T001454,AC00713,AC02097,64902,27-04-2026
T001455,AC00457,AC00808,105472,01-02-2025
T001456,AC01022,AC00771,380391,02-02-2026
T001457,AC01936,AC01603,499749,20-02-2025
T001458,AC00897,AC02342,419207,06-05-2025
T001459,AC00753,AC00724,199316,28-04-2026
T001460,AC00503,AC01580,84287,12-04-2025
T001461,AC02035,AC00076,454463,25-11-2024
T001462,AC01569,AC02448,368482,01-08-2024
T001463,AC00657,AC01396,111718,19-07-2025
T001464,AC01066,AC00300,296554,28-07-2025
T001465,AC01530,AC00758,72410,17-05-2025
T001466,AC01573,AC02499,171752,08-05-2025
T001467,AC01468,AC01826,97635,18-10-2025
T001468,AC01360,AC00769,109366,24-03-2026
T001469,AC00060,AC00348,158628,11-12-2024
T001470,AC00904,AC01350,422682,26-01-2025
T001471,AC00145,AC01611,281603,07-01-2026
T001472,AC02063,AC00223,108900,28-01-2026
T001473,AC01581,AC00399,203889,24-11-2024
T001474,AC00226,AC01781,181888,03-12-2025
T001475,AC00306,AC01619,154215,25-09-2024
T001476,AC00872,AC02238,83581,17-06-2024
T001477,AC00712,AC01426,375788,24-06-2025
T001478,AC00262,AC02400,103697,12-06-2024
T001479,AC00908,AC00840,261676,05-04-2026
T001480,AC01770,AC01038,103516,06-08-2024
T001481,AC01244,AC00347,442439,13-03-2026
T001482,AC01424,AC01253,223931,24-09-2024
T001483,AC00580,AC00670,218862,05-10-2024
T001484,AC00647,AC01961,181927,26-04-2026
T001485,AC00508,AC02415,29901,01-08-2025
T001486,AC01919,AC02013,319509,23-07-2024
T001487,AC00666,AC00214,300291,24-04-2026
T001488,AC00330,AC00980,319683,07-07-2024
T001489,AC00610,AC01513,69484,20-07-2024
T001490,AC02165,AC00213,90200,10-11-2025
T001491,AC01188,AC01075,406301,27-02-2026
T001492,AC01847,AC00328,117095,10-06-2025
T001493,AC00714,AC00849,56665,16-08-2025
T001494,AC00180,AC00719,235591,23-12-2024
T001495,AC00924,AC01488,481044,28-10-2024
T001496,AC00070,AC01597,190335,19-03-2025
T001497,AC00266,AC01926,28295,18-03-2026
T001498,AC01785,AC00079,307250,23-07-2024
T001499,AC01205,AC00972,292968,02-08-2024
T001500,AC00117,AC00141,381982,31-12-2025
T001501,AC02141,AC01134,106470,02-10-2025
T001502,AC01950,AC00067,271518,27-06-2025
T001503,AC00258,AC01925,49639,22-03-2025
T001504,AC01262,AC00003,479743,31-03-2025
T001505,AC01404,AC01198,24466,28-06-2025
T001506,AC00690,AC00622,217294,03-02-2026
T001507,AC02376,AC02106,180200,12-03-2026
T001508,AC01818,AC01462,490107,21-09-2025
T001509,AC02293,AC01568,483754,31-01-2026
T001510,AC01988,AC01642,44717,20-04-2025
T001511,AC00097,AC00968,56222,05-01-2025
T001512,AC01880,AC01696,163357,27-04-2025
T001513,AC01513,AC00457,192030,26-03-2025
T001514,AC02372,AC00592,50677,12-07-2024
T001515,AC01239,AC00433,14591,15-10-2024
T001516,AC01351,AC00779,64888,05-06-2025
T001517,AC01683,AC00217,220416,08-04-2026
T001518,AC00779,AC01533,253976,06-11-2024
T001519,AC01643,AC00605,395657,26-03-2026
T001520,AC01396,AC00569,208283,04-01-2026
T001521,AC00152,AC00052,232094,12-02-2026
T001522,AC01198,AC00669,260949,16-03-2026
T001523,AC00519,AC00996,161135,26-01-2026
T001524,AC01312,AC00336,130126,29-01-2026
T001525,AC00822,AC01449,212803,24-12-2025
T001526,AC01783,AC01887,493849,02-08-2024
T001527,AC00341,AC00700,185870,22-10-2024
T001528,AC02242,AC00825,39035,25-04-2025
T001529,AC00736,AC02211,276999,06-12-2024
T001530,AC02432,AC00341,405941,17-03-2025
T001531,AC00384,AC00975,142250,04-06-2025
T001532,AC00768,AC02119,406151,15-05-2025
T001533,AC01183,AC00374,112192,28-06-2025
T001534,AC01237,AC00363,89907,22-04-2025
T001535,AC00047,AC01172,202657,09-09-2025
T001536,AC01581,AC00928,447283,12-03-2025
T001537,AC01403,AC01310,117536,10-04-2025
T001538,AC02140,AC01849,85368,11-08-2024
T001539,AC02088,AC01647,374330,14-07-2025
T001540,AC02463,AC01221,409245,07-06-2024
T001541,AC01786,AC01394,26400,11-10-2025
T001542,AC00132,AC00110,346067,01-12-2025
T001543,AC02061,AC02473,136962,24-10-2024
T001544,AC02063,AC01297,268033,05-10-2024
T001545,AC01731,AC00051,429402,13-11-2024
T001546,AC02253,AC02162,437676,11-08-2024
T001547,AC01882,AC02326,5927,18-12-2024
T001548,AC00895,AC00612,222253,07-05-2026
T001549,AC00310,AC00863,248742,04-04-2026
T001550,AC00093,AC01909,187547,14-02-2025
T001551,AC02351,AC01116,32214,24-08-2024
T001552,AC02381,AC00068,47962,28-08-2025
T001553,AC01933,AC01524,99473,28-06-2025
T001554,AC01024,AC00204,213257,25-06-2024
T001555,AC02079,AC01019,92035,09-11-2024
T001556,AC01168,AC00604,222032,20-04-2025
T001557,AC00252,AC01737,103256,08-06-2024
T001558,AC02326,AC01907,76340,18-06-2025
T001559,AC02091,AC01891,131596,04-07-2025
T001560,AC02007,AC00470,458647,23-06-2024
T001561,AC02136,AC00992,493734,20-09-2024
T001562,AC02318,AC00218,357570,10-04-2026
T001563,AC00736,AC00639,293386,18-11-2024
T001564,AC00156,AC01931,420367,12-02-2025
T001565,AC01704,AC02363,45570,31-12-2024
T001566,AC02131,AC00907,323369,30-09-2025
T001567,AC01902,AC00222,473450,09-10-2025
T001568,AC02162,AC00061,319919,17-06-2024
T001569,AC00249,AC02213,406864,15-06-2025
T001570,AC02024,AC01527,471830,16-03-2026
T001571,AC00490,AC02342,426283,21-10-2025
T001572,AC01056,AC01828,333775,26-08-2025
T001573,AC00835,AC00025,287610,07-04-2026
T001574,AC00672,AC00102,432158,19-10-2025
T001575,AC01067,AC02042,135778,15-11-2024
T001576,AC01803,AC01640,368109,07-03-2025
T001577,AC01223,AC00780,113352,23-08-2024
T001578,AC02012,AC01730,252678,02-06-2024
T001579,AC00811,AC00957,393831,04-06-2024
T001580,AC02221,AC01456,497315,26-05-2025
T001581,AC00371,AC00755,304976,06-10-2024
T001582,AC01498,AC02114,308614,26-03-2025
T001583,AC00028,AC01372,408772,28-08-2025
T001584,AC00705,AC00427,169026,02-11-2025
T001585,AC01609,AC01173,127483,11-04-2026
T001586,AC00183,AC00459,10312,28-04-2026
T001587,AC01635,AC02008,86770,04-03-2026
T001588,AC01485,AC01599,103562,11-06-2025
T001589,AC01010,AC02313,165088,04-04-2025
T001590,AC01491,AC01069,320425,19-07-2024
T001591,AC00956,AC00166,81180,14-07-2024
T001592,AC02201,AC01832,489688,14-09-2025
T001593,AC00572,AC00616,290066,27-12-2024
T001594,AC01158,AC00993,499464,15-01-2025
T001595,AC01782,AC00064,179690,02-08-2025
T001596,AC01370,AC02023,248655,15-05-2025
T001597,AC01762,AC00437,377087,21-02-2025
T001598,AC01822,AC00217,438745,02-10-2024
T001599,AC00273,AC00266,60232,30-12-2025
T001600,AC00441,AC00584,4229,04-08-2025
T001601,AC01109,AC02375,409225,16-11-2024
T001602,AC01168,AC00268,74964,06-04-2025
T001603,AC00741,AC00277,311958,05-01-2025
T001604,AC01585,AC00143,173091,11-01-2026
T001605,AC01978,AC01236,389486,07-06-2025
T001606,AC01291,AC00826,245254,25-01-2026
T001607,AC02267,AC01034,78899,31-10-2025
T001608,AC02020,AC00601,333508,25-11-2024
T001609,AC00956,AC01082,217711,09-04-2025
T001610,AC01873,AC00185,167353,02-06-2024
T001611,AC00826,AC00232,87672,03-09-2024
T001612,AC00455,AC02493,148473,22-01-2025
T001613,AC00347,AC00420,4770,06-01-2026
T001614,AC02339,AC02034,115678,14-10-2025
T001615,AC00190,AC00257,453427,20-08-2025
T001616,AC01901,AC01441,479523,14-10-2025
T001617,AC01241,AC02200,50566,10-06-2025
T001618,AC00646,AC02474,363163,29-08-2025
T001619,AC00249,AC01690,472720,04-07-2024
T001620,AC01851,AC00822,47435,05-01-2026
T001621,AC00680,AC02425,495769,13-07-2025
T001622,AC01409,AC02289,339991,17-04-2025
T001623,AC02417,AC00801,103588,08-06-2025
T001624,AC01494,AC02219,281515,01-02-2026
T001625,AC01524,AC01782,392879,02-08-2024
T001626,AC01525,AC00001,176258,27-06-2024
T001627,AC00388,AC00125,104840,02-09-2025
T001628,AC00328,AC01604,423665,18-06-2025
T001629,AC00254,AC01943,208560,09-11-2024
T001630,AC02305,AC00343,64367,28-05-2026
T001631,AC00368,AC02461,301303,05-07-2025
T001632,AC00095,AC01588,11671,30-07-2025
T001633,AC00368,AC00810,180885,08-01-2026
T001634,AC02477,AC01638,304567,10-05-2025
T001635,AC01594,AC02448,127224,22-05-2025
T001636,AC01240,AC02434,208702,01-04-2026
T001637,AC02146,AC02385,161440,05-03-2025
T001638,AC02263,AC02237,336642,06-07-2024
T001639,AC01069,AC02145,449492,28-12-2025
T001640,AC02342,AC01304,12427,30-11-2024
T001641,AC01599,AC02218,295273,11-04-2026
T001642,AC00810,AC01073,88351,30-05-2026
T001643,AC01255,AC02324,76287,10-05-2026
T001644,AC01885,AC01935,333871,10-04-2025
T001645,AC02173,AC01907,12379,02-04-2025
T001646,AC00521,AC02006,140045,21-06-2025
T001647,AC00158,AC01629,371838,15-06-2024
T001648,AC00006,AC01846,61077,02-02-2025
T001649,AC01691,AC00381,1935,05-09-2025
T001650,AC00858,AC01451,465053,09-10-2024
T001651,AC02334,AC00955,273460,24-02-2025
T001652,AC02172,AC00229,186578,31-05-2024
T001653,AC01837,AC01503,118159,05-02-2026
T001654,AC00246,AC00550,206678,24-04-2026
T001655,AC00511,AC02466,220255,02-06-2024
T001656,AC01452,AC02460,21531,24-01-2025
T001657,AC00140,AC00728,304588,30-09-2024
T001658,AC00773,AC02032,484326,20-10-2025
T001659,AC02082,AC02056,443336,10-02-2025
T001660,AC00830,AC00054,200084,11-04-2026
T001661,AC01056,AC00452,229050,25-12-2024
T001662,AC01267,AC00521,408895,27-09-2025
T001663,AC01341,AC01796,53666,22-04-2026
T001664,AC01665,AC01743,95841,27-03-2025
T001665,AC00606,AC00796,406844,16-02-2026
T001666,AC00883,AC00987,154005,21-04-2026
T001667,AC00368,AC01842,303403,08-02-2026
T001668,AC01428,AC00450,368628,07-03-2026
T001669,AC00937,AC00760,456017,23-10-2024
T001670,AC02380,AC01983,430912,18-04-2026
T001671,AC00866,AC01221,128532,15-04-2026
T001672,AC01642,AC00022,249593,03-03-2026
T001673,AC02345,AC01660,31630,10-11-2025
T001674,AC00622,AC01490,196235,27-01-2025
T001675,AC01391,AC00005,383706,02-09-2025
T001676,AC00150,AC00275,277409,13-05-2025
T001677,AC00326,AC01077,218094,23-03-2025
T001678,AC01976,AC00848,452060,16-03-2025
T001679,AC01605,AC01835,438102,28-06-2025
T001680,AC02338,AC00140,465360,29-04-2026
T001681,AC00832,AC01797,20197,07-08-2024
T001682,AC00452,AC00360,386122,13-11-2024
T001683,AC00150,AC00340,129236,09-10-2024
T001684,AC01666,AC00912,424710,18-02-2026
T001685,AC01973,AC02188,343177,18-07-2024
T001686,AC00352,AC00525,277269,19-12-2025
T001687,AC02034,AC02305,389465,01-10-2025
T001688,AC01881,AC02303,324112,01-06-2025
T001689,AC00028,AC01890,467659,17-12-2024
T001690,AC02383,AC01624,29865,11-09-2024
T001691,AC00721,AC00843,165555,28-02-2026
T001692,AC00105,AC00175,389724,26-06-2024
T001693,AC00527,AC02062,70279,18-06-2025
T001694,AC01512,AC01681,346415,08-11-2024
T001695,AC01407,AC01157,250906,08-02-2026
T001696,AC01534,AC02149,418759,18-07-2025
T001697,AC02003,AC01573,367061,14-06-2024
T001698,AC00808,AC02127,109742,30-06-2024
T001699,AC00017,AC01209,227554,05-03-2025
T001700,AC00955,AC01492,207479,30-01-2026
T001701,AC01930,AC01698,308294,24-02-2025
T001702,AC01112,AC01653,106666,28-10-2024
T001703,AC01967,AC02179,146590,09-10-2024
T001704,AC00899,AC02059,310231,14-04-2026
T001705,AC00103,AC00171,368778,05-09-2024
T001706,AC01410,AC00959,160767,09-09-2025
T001707,AC01266,AC00967,445925,28-08-2024
T001708,AC01674,AC01315,267017,25-12-2025
T001709,AC00982,AC01801,208424,20-09-2025
T001710,AC00059,AC00066,73390,25-12-2024
T001711,AC01169,AC00065,194817,16-11-2025
T001712,AC01274,AC00482,42205,30-10-2024
T001713,AC01685,AC01442,469451,10-09-2024
T001714,AC00273,AC02183,470326,18-01-2026
T001715,AC01910,AC02418,289241,30-07-2024
T001716,AC01845,AC02043,298285,14-06-2024
T001717,AC01463,AC02279,250075,29-03-2026
T001718,AC01563,AC00087,448102,31-05-2025
T001719,AC01686,AC01006,486935,16-12-2025
T001720,AC02162,AC01673,232282,25-09-2025
T001721,AC01133,AC00406,42007,12-03-2026
T001722,AC01533,AC01599,324757,10-06-2025
T001723,AC00865,AC01852,292279,17-10-2024
T001724,AC00754,AC00527,231726,29-05-2025
T001725,AC01140,AC00677,484310,20-08-2024
T001726,AC00463,AC02320,342572,05-01-2026
T001727,AC00477,AC00691,382201,01-07-2025
T001728,AC00455,AC00132,274812,31-03-2025
T001729,AC00824,AC00540,378764,08-03-2025
T001730,AC01318,AC02353,228424,05-07-2024
T001731,AC02499,AC02205,150251,02-02-2025
T001732,AC00097,AC00954,253781,15-12-2025
T001733,AC01300,AC00736,100145,31-08-2025
T001734,AC00241,AC00362,16986,31-03-2026
T001735,AC01631,AC00012,480924,12-01-2026
T001736,AC01593,AC02188,129713,21-06-2024
T001737,AC00096,AC00344,258736,17-12-2024
T001738,AC01004,AC01672,40329,12-06-2025
T001739,AC00490,AC00437,261540,01-08-2025
T001740,AC01339,AC01115,31774,01-03-2025
T001741,AC01973,AC00604,432073,05-06-2025
T001742,AC01419,AC02092,419969,17-08-2024
T001743,AC00189,AC00848,160401,14-03-2026
T001744,AC02351,AC01514,168318,23-09-2024
T001745,AC01211,AC02384,6877,11-06-2024
T001746,AC01064,AC02471,118869,04-05-2026
T001747,AC02476,AC00110,320107,14-12-2024
T001748,AC01878,AC00914,242208,13-01-2026
T001749,AC02116,AC00688,43860,13-04-2025
T001750,AC00044,AC02298,34549,14-07-2024
T001751,AC01538,AC02299,463328,27-12-2025
T001752,AC01580,AC01753,351760,28-02-2025
T001753,AC02411,AC00817,365319,10-07-2024
T001754,AC02402,AC00381,243679,31-12-2025
T001755,AC00357,AC00834,60001,28-05-2026
T001756,AC00734,AC01398,453111,24-02-2026
T001757,AC01525,AC00936,463186,28-03-2026
T001758,AC00043,AC02094,100032,04-05-2025
T001759,AC01184,AC00651,253460,12-01-2026
T001760,AC01855,AC01982,319054,20-05-2025
T001761,AC01848,AC00527,406787,18-03-2025
T001762,AC01028,AC00833,476708,11-07-2024
T001763,AC01038,AC02269,125200,01-12-2024
T001764,AC01550,AC00703,362676,03-01-2026
T001765,AC02397,AC02032,261790,28-09-2024
T001766,AC00098,AC02455,3482,01-06-2025
T001767,AC01665,AC02491,254578,20-11-2024
T001768,AC00126,AC00644,9045,15-11-2025
T001769,AC00744,AC01371,248823,12-05-2026
T001770,AC01702,AC00786,204310,09-12-2024
T001771,AC00011,AC01530,134216,30-03-2026
T001772,AC00572,AC01696,365611,20-12-2025
T001773,AC00284,AC01486,432430,17-01-2025
T001774,AC00959,AC01665,421971,12-02-2026
T001775,AC00955,AC00005,369273,05-09-2024
T001776,AC00745,AC01375,359352,29-01-2026
T001777,AC01915,AC00594,446661,10-10-2024
T001778,AC02487,AC01261,229923,24-09-2024
T001779,AC00109,AC00481,184849,02-12-2024
T001780,AC02035,AC01154,389792,26-07-2024
T001781,AC02004,AC02033,205762,02-10-2024
T001782,AC02136,AC00461,449533,17-06-2025
T001783,AC01764,AC00975,456192,15-02-2026
T001784,AC01105,AC00613,446389,29-06-2024
T001785,AC00957,AC01782,292749,17-04-2026
T001786,AC00493,AC00530,205630,19-11-2024
T001787,AC01347,AC00125,372696,28-11-2025
T001788,AC02122,AC01714,45151,27-12-2025
T001789,AC02345,AC02423,361745,07-08-2025
T001790,AC00160,AC01509,196553,30-04-2026
T001791,AC01208,AC00609,493090,20-05-2026
T001792,AC00736,AC00904,235320,08-02-2026
T001793,AC01823,AC01538,52387,10-05-2025
T001794,AC01855,AC01657,127895,10-01-2025
T001795,AC02111,AC00127,129042,21-06-2025
T001796,AC00136,AC00255,92217,18-08-2024
