Account_ID,Account_Number,Bank_Name,Owner_ID
AC00589,522989000000.00,ICICI Bank,A00721
AC00590,208630000000.00,State Bank of India,A01518
AC00591,329657000000.00,HDFC Bank,A00886
AC00592,824458000000.00,State Bank of India,A01657
AC00593,586429000000.00,Union Bank of India,A00657
AC00594,782406000000.00,Axis Bank,A00138
AC00595,710468000000.00,State Bank of India,A00295
AC00596,159258000000.00,HDFC Bank,A00124
AC00597,494007000000.00,Canara Bank,A01904
AC00598,537395000000.00,State Bank of India,A01285
AC00599,992487000000.00,HDFC Bank,A00389
AC00600,144833000000.00,HDFC Bank,A00429
AC00601,118215000000.00,State Bank of India,A01389
AC00602,987777000000.00,Canara Bank,A01905
AC00603,415913000000.00,Karnataka Bank,A01656
AC00604,116207000000.00,Karnataka Bank,A00840
AC00605,449538000000.00,State Bank of India,A00851
AC00606,885179000000.00,HDFC Bank,A01102
AC00607,590181000000.00,ICICI Bank,A01244
AC00608,610678000000.00,Axis Bank,A00246
AC00609,614073000000.00,Union Bank of India,A00956
AC00610,492117000000.00,Union Bank of India,A01567
AC00611,873000000000.00,ICICI Bank,A00828
AC00612,288168000000.00,ICICI Bank,A01561
AC00613,467418000000.00,State Bank of India,A00868
AC00614,480306000000.00,ICICI Bank,A01352
AC00615,300325000000.00,HDFC Bank,A01019
AC00616,768306000000.00,Canara Bank,A01146
AC00617,878946000000.00,ICICI Bank,A01741
AC00618,173235000000.00,Union Bank of India,A00680
AC00619,572243000000.00,Canara Bank,A01116
AC00620,998616000000.00,State Bank of India,A00212
AC00621,582210000000.00,Union Bank of India,A01293
AC00622,239013000000.00,Canara Bank,A00935
AC00623,668808000000.00,Axis Bank,A00123
AC00624,634541000000.00,HDFC Bank,A01271
AC00625,627608000000.00,ICICI Bank,A00046
AC00626,248817000000.00,State Bank of India,A01788
AC00627,164422000000.00,Karnataka Bank,A01331
AC00628,825970000000.00,HDFC Bank,A00658
AC00629,625292000000.00,ICICI Bank,A00271
AC00630,363577000000.00,HDFC Bank,A01230
AC00631,243930000000.00,Karnataka Bank,A00267
AC00632,283528000000.00,Union Bank of India,A01376
AC00633,695482000000.00,Axis Bank,A01413
AC00634,128990000000.00,Union Bank of India,A00148
AC00635,632787000000.00,ICICI Bank,A01856
AC00636,815760000000.00,Axis Bank,A01006
AC00637,314338000000.00,HDFC Bank,A00771
AC00638,363691000000.00,Union Bank of India,A01694
AC00639,710518000000.00,Canara Bank,A00846
AC00640,783004000000.00,Canara Bank,A01499
AC00641,740265000000.00,State Bank of India,A00286
AC00642,513277000000.00,Axis Bank,A00121
AC00643,807152000000.00,HDFC Bank,A00970
AC00644,312510000000.00,Axis Bank,A00675
AC00645,894430000000.00,HDFC Bank,A01665
AC00646,124908000000.00,Union Bank of India,A00066
AC00647,508014000000.00,HDFC Bank,A00943
AC00648,984645000000.00,Axis Bank,A01813
AC00649,898405000000.00,State Bank of India,A01250
AC00650,837241000000.00,HDFC Bank,A00091
AC00651,310604000000.00,HDFC Bank,A00854
AC00652,247197000000.00,HDFC Bank,A00891
AC00653,421062000000.00,Karnataka Bank,A01811
AC00654,419018000000.00,State Bank of India,A00920
AC00655,403364000000.00,Canara Bank,A01813
AC00656,377099000000.00,HDFC Bank,A01595
AC00657,938331000000.00,Union Bank of India,A01416
AC00658,733878000000.00,Axis Bank,A01325
AC00659,583095000000.00,Canara Bank,A00514
AC00660,569921000000.00,ICICI Bank,A01051
AC00661,859602000000.00,Karnataka Bank,A01517
AC00662,982825000000.00,ICICI Bank,A00580
AC00663,856631000000.00,State Bank of India,A01228
AC00664,563321000000.00,HDFC Bank,A01698
AC00665,675443000000.00,Karnataka Bank,A01065
AC00666,413782000000.00,Karnataka Bank,A01705
AC00667,766567000000.00,HDFC Bank,A01025
AC00668,554846000000.00,State Bank of India,A00426
AC00669,807177000000.00,Union Bank of India,A01468
AC00670,654845000000.00,HDFC Bank,A00417
AC00671,154951000000.00,ICICI Bank,A01944
AC00672,859010000000.00,ICICI Bank,A01532
AC00673,958204000000.00,ICICI Bank,A01212
AC00674,964334000000.00,ICICI Bank,A01560
AC00675,616193000000.00,Union Bank of India,A00624
AC00676,210794000000.00,Axis Bank,A01563
AC00677,704047000000.00,Karnataka Bank,A00023
AC00678,990177000000.00,Karnataka Bank,A00799
AC00679,267695000000.00,Union Bank of India,A00283
AC00680,595312000000.00,Union Bank of India,A00931
AC00681,183545000000.00,Karnataka Bank,A00890
AC00682,269534000000.00,State Bank of India,A01948
AC00683,350217000000.00,Canara Bank,A01107
AC00684,601161000000.00,State Bank of India,A00140
AC00685,951510000000.00,ICICI Bank,A01736
AC00686,766508000000.00,Canara Bank,A00690
AC00687,751018000000.00,HDFC Bank,A01064
AC00688,327552000000.00,Union Bank of India,A01749
AC00689,109495000000.00,Karnataka Bank,A00917
AC00690,501001000000.00,Canara Bank,A00728
AC00691,647863000000.00,Axis Bank,A01004
AC00692,196611000000.00,Karnataka Bank,A01375
AC00693,587181000000.00,Karnataka Bank,A00162
AC00694,440807000000.00,Canara Bank,A01717
AC00695,313414000000.00,ICICI Bank,A00128
AC00696,439450000000.00,Karnataka Bank,A00049
AC00697,434221000000.00,State Bank of India,A01145
AC00698,926978000000.00,Union Bank of India,A00926
AC00699,588984000000.00,ICICI Bank,A01364
AC00700,947200000000.00,Karnataka Bank,A01171
AC00701,946322000000.00,Axis Bank,A00277
AC00702,133114000000.00,Canara Bank,A00189
AC00703,452363000000.00,ICICI Bank,A01117
AC00704,174290000000.00,Canara Bank,A01719
AC00705,496927000000.00,ICICI Bank,A00441
AC00706,396055000000.00,Union Bank of India,A00624
AC00707,756663000000.00,HDFC Bank,A00717
AC00708,497443000000.00,HDFC Bank,A00670
AC00709,146268000000.00,HDFC Bank,A01620
AC00710,400888000000.00,Karnataka Bank,A01536
AC00711,110931000000.00,Union Bank of India,A01187
AC00712,594874000000.00,ICICI Bank,A00213
AC00713,216390000000.00,State Bank of India,A01538
AC00714,447014000000.00,Karnataka Bank,A01773
AC00715,395548000000.00,Axis Bank,A00188
AC00716,728378000000.00,Karnataka Bank,A01547
AC00717,150671000000.00,Union Bank of India,A01074
AC00718,924866000000.00,Karnataka Bank,A00708
AC00719,460091000000.00,HDFC Bank,A00520
AC00720,261934000000.00,State Bank of India,A01237
AC00721,655522000000.00,HDFC Bank,A00081
AC00722,920784000000.00,Karnataka Bank,A01898
AC00723,928341000000.00,Axis Bank,A00301
AC00724,229496000000.00,Canara Bank,A01402
AC00725,935618000000.00,Union Bank of India,A00973
AC00726,924834000000.00,Canara Bank,A01519
AC00727,846307000000.00,Canara Bank,A01565
AC00728,894787000000.00,ICICI Bank,A00292
AC00729,582832000000.00,HDFC Bank,A00312
AC00730,225895000000.00,State Bank of India,A01305
AC00731,386356000000.00,HDFC Bank,A00305
AC00732,404808000000.00,HDFC Bank,A00410
AC00733,952979000000.00,Axis Bank,A01877
AC00734,116091000000.00,Canara Bank,A00951
AC00735,192220000000.00,Canara Bank,A01510
AC00736,993577000000.00,Canara Bank,A01150
AC00737,441906000000.00,HDFC Bank,A01882
AC00738,705772000000.00,State Bank of India,A01081
AC00739,429767000000.00,State Bank of India,A00337
AC00740,372412000000.00,Karnataka Bank,A00884
AC00741,783923000000.00,Union Bank of India,A00137
AC00742,865573000000.00,ICICI Bank,A00544
AC00743,507164000000.00,State Bank of India,A01323
AC00744,295851000000.00,Union Bank of India,A00164
AC00745,145772000000.00,Union Bank of India,A01316
AC00746,419094000000.00,Canara Bank,A01677
AC00747,410456000000.00,Union Bank of India,A00152
AC00748,660347000000.00,Karnataka Bank,A01862
AC00749,495343000000.00,State Bank of India,A01615
AC00750,630286000000.00,State Bank of India,A00523
AC00751,655113000000.00,HDFC Bank,A00842
AC00752,563150000000.00,ICICI Bank,A00854
AC00753,733025000000.00,Union Bank of India,A00048
AC00754,391543000000.00,Union Bank of India,A01016
AC00755,470617000000.00,State Bank of India,A01604
AC00756,470575000000.00,State Bank of India,A00621
AC00757,816252000000.00,ICICI Bank,A00946
AC00758,613248000000.00,Canara Bank,A01560
AC00759,769094000000.00,Axis Bank,A01617
AC00760,199479000000.00,ICICI Bank,A00329
AC00761,736611000000.00,State Bank of India,A01523
AC00762,590631000000.00,Karnataka Bank,A00787
AC00763,600361000000.00,HDFC Bank,A01988
AC00764,933815000000.00,State Bank of India,A00828
AC00765,618346000000.00,State Bank of India,A00276
AC00766,266166000000.00,ICICI Bank,A00412
AC00767,552484000000.00,Karnataka Bank,A01865
AC00768,480008000000.00,Union Bank of India,A01371
AC00769,632139000000.00,HDFC Bank,A00243
AC00770,888990000000.00,Axis Bank,A01064
AC00771,299069000000.00,HDFC Bank,A00560
AC00772,556824000000.00,Canara Bank,A00748
AC00773,525633000000.00,Canara Bank,A01748
AC00774,321192000000.00,State Bank of India,A00237
AC00775,229001000000.00,ICICI Bank,A01723
AC00776,981765000000.00,State Bank of India,A01227
AC00777,642593000000.00,State Bank of India,A01099
AC00778,501193000000.00,Axis Bank,A00023
AC00779,100408000000.00,Karnataka Bank,A00724
AC00780,826587000000.00,Canara Bank,A00924
AC00781,370671000000.00,HDFC Bank,A01076
AC00782,899683000000.00,HDFC Bank,A01217
AC00783,607538000000.00,Union Bank of India,A01129
AC00784,304972000000.00,ICICI Bank,A01424
AC00785,108985000000.00,State Bank of India,A01774
AC00786,884392000000.00,Union Bank of India,A00065
AC00787,956940000000.00,Canara Bank,A00846
AC00788,118740000000.00,Axis Bank,A00328
AC00789,496606000000.00,ICICI Bank,A00299
AC00790,898265000000.00,State Bank of India,A00069
AC00791,170983000000.00,Union Bank of India,A01854
AC00792,665595000000.00,HDFC Bank,A01832
AC00793,799447000000.00,HDFC Bank,A01770
AC00794,357784000000.00,Axis Bank,A01237
AC00795,747996000000.00,Canara Bank,A00362
AC00796,847164000000.00,HDFC Bank,A00216
AC00797,602055000000.00,Canara Bank,A01268
AC00798,451017000000.00,Axis Bank,A00323
AC00799,211543000000.00,ICICI Bank,A00373
AC00800,372551000000.00,State Bank of India,A01297
AC00801,927671000000.00,HDFC Bank,A00140
AC00802,860091000000.00,Axis Bank,A00885
AC00803,999880000000.00,Canara Bank,A01946
AC00804,670731000000.00,HDFC Bank,A00274
AC00805,739616000000.00,Canara Bank,A01349
AC00806,268785000000.00,ICICI Bank,A01500
AC00807,800657000000.00,ICICI Bank,A01357
AC00808,191954000000.00,Canara Bank,A01558
AC00809,728148000000.00,Union Bank of India,A01155
AC00810,945340000000.00,Union Bank of India,A01721
AC00811,809059000000.00,State Bank of India,A01473
AC00812,938969000000.00,Axis Bank,A01166
AC00813,943954000000.00,Union Bank of India,A00714
AC00814,682768000000.00,HDFC Bank,A00766
AC00815,719353000000.00,Axis Bank,A01976
AC00816,744678000000.00,State Bank of India,A01565
AC00817,300912000000.00,State Bank of India,A00516
AC00818,180966000000.00,ICICI Bank,A00846
AC00819,133008000000.00,ICICI Bank,A01961
AC00820,137734000000.00,Karnataka Bank,A01199
AC00821,983426000000.00,Karnataka Bank,A01392
AC00822,546664000000.00,Canara Bank,A00136
AC00823,471693000000.00,Canara Bank,A01147
AC00824,163220000000.00,Union Bank of India,A01381
AC00825,724788000000.00,HDFC Bank,A00720
AC00826,369730000000.00,State Bank of India,A00334
AC00827,507684000000.00,Union Bank of India,A01587
AC00828,600712000000.00,Union Bank of India,A01999
AC00829,844307000000.00,HDFC Bank,A01165
AC00830,217315000000.00,Union Bank of India,A01675
AC00831,915765000000.00,Union Bank of India,A00722
AC00832,505217000000.00,Karnataka Bank,A00455
AC00833,749702000000.00,Canara Bank,A00514
AC00834,472091000000.00,Union Bank of India,A00542
AC00835,247525000000.00,Karnataka Bank,A01974
AC00836,307969000000.00,Axis Bank,A00733
AC00837,680969000000.00,ICICI Bank,A01657
AC00838,471304000000.00,ICICI Bank,A00190
AC00839,388263000000.00,Union Bank of India,A01938
AC00840,668563000000.00,Union Bank of India,A01378
AC00841,310495000000.00,Karnataka Bank,A01341
AC00842,528676000000.00,Karnataka Bank,A01650
AC00843,520115000000.00,ICICI Bank,A00206
AC00844,129003000000.00,Karnataka Bank,A00988
AC00845,636206000000.00,HDFC Bank,A01940
AC00846,398770000000.00,Canara Bank,A01882
AC00847,520397000000.00,Axis Bank,A01993
AC00848,483710000000.00,Axis Bank,A01044
AC00849,790872000000.00,Union Bank of India,A01333
AC00850,994249000000.00,Union Bank of India,A01481
AC00851,730962000000.00,ICICI Bank,A01714
AC00852,282571000000.00,Union Bank of India,A00740
AC00853,867776000000.00,State Bank of India,A01439
AC00854,891661000000.00,State Bank of India,A01844
AC00855,329130000000.00,HDFC Bank,A00686
AC00856,366588000000.00,Union Bank of India,A00393
AC00857,749389000000.00,Canara Bank,A01067
AC00858,776329000000.00,State Bank of India,A01799
AC00859,119897000000.00,ICICI Bank,A01390
AC00860,410725000000.00,Canara Bank,A01077
AC00861,215716000000.00,Union Bank of India,A01067
AC00862,222066000000.00,HDFC Bank,A01988
AC00863,760901000000.00,Canara Bank,A01294
AC00864,910762000000.00,Axis Bank,A00094
AC00865,413063000000.00,State Bank of India,A00079
AC00866,581720000000.00,ICICI Bank,A01023
AC00867,174311000000.00,Karnataka Bank,A00543
AC00868,111839000000.00,Canara Bank,A00826
AC00869,784974000000.00,Karnataka Bank,A01477
AC00870,837380000000.00,ICICI Bank,A01234
AC00871,774504000000.00,Canara Bank,A01909
AC00872,861903000000.00,ICICI Bank,A00940
AC00873,798940000000.00,Canara Bank,A00665
AC00874,797762000000.00,Karnataka Bank,A01275
AC00875,866104000000.00,HDFC Bank,A00363
AC00876,469940000000.00,Axis Bank,A01372
AC00877,321868000000.00,Axis Bank,A00791
AC00878,659579000000.00,HDFC Bank,A01876
AC00879,295435000000.00,Union Bank of India,A01242
AC00880,671357000000.00,ICICI Bank,A00867
AC00881,244139000000.00,Union Bank of India,A01850
AC00882,791327000000.00,HDFC Bank,A00847
AC00883,698160000000.00,Canara Bank,A01594
AC00884,121352000000.00,Axis Bank,A01738
AC00885,478873000000.00,HDFC Bank,A01700
AC00886,236478000000.00,Axis Bank,A01332
AC00887,836026000000.00,Canara Bank,A00269
AC00888,325263000000.00,Axis Bank,A01395
AC00889,920508000000.00,Axis Bank,A01951
AC00890,702788000000.00,HDFC Bank,A01685
AC00891,508051000000.00,HDFC Bank,A00744
AC00892,513416000000.00,Axis Bank,A01725
AC00893,997131000000.00,Axis Bank,A01100
AC00894,477136000000.00,Karnataka Bank,A00727
AC00895,259837000000.00,Canara Bank,A01512
AC00896,210904000000.00,Axis Bank,A00061
AC00897,134777000000.00,Axis Bank,A00406
AC00898,526682000000.00,State Bank of India,A01871
AC00899,167749000000.00,Union Bank of India,A00063
AC00900,875648000000.00,State Bank of India,A01844
AC00901,337976000000.00,Karnataka Bank,A01700
AC00902,603167000000.00,ICICI Bank,A01602
AC00903,279414000000.00,Axis Bank,A00860
AC00904,460957000000.00,Union Bank of India,A01745
AC00905,642603000000.00,Union Bank of India,A01899
AC00906,898667000000.00,State Bank of India,A00783
AC00907,826857000000.00,HDFC Bank,A01504
AC00908,154514000000.00,State Bank of India,A00156
AC00909,150964000000.00,HDFC Bank,A01589
AC00910,583804000000.00,Axis Bank,A01121
AC00911,310621000000.00,State Bank of India,A01394
AC00912,359469000000.00,Canara Bank,A01966
AC00913,137127000000.00,HDFC Bank,A01110
AC00914,147857000000.00,Union Bank of India,A01189
AC00915,993979000000.00,HDFC Bank,A01217
AC00916,916358000000.00,Axis Bank,A01586
AC00917,584687000000.00,ICICI Bank,A00026
AC00918,195623000000.00,HDFC Bank,A01690
AC00919,813404000000.00,Axis Bank,A01546
AC00920,137260000000.00,ICICI Bank,A01313
AC00921,462672000000.00,Karnataka Bank,A00205
AC00922,330829000000.00,Axis Bank,A00552
AC00923,291746000000.00,Union Bank of India,A01168
AC00924,654862000000.00,Canara Bank,A00340
AC00925,248666000000.00,Canara Bank,A00761
AC00926,489889000000.00,HDFC Bank,A00881
AC00927,470458000000.00,Canara Bank,A00612
AC00928,453469000000.00,Union Bank of India,A00548
AC00929,286742000000.00,State Bank of India,A00957
AC00930,153476000000.00,Canara Bank,A00603
AC00931,979723000000.00,Union Bank of India,A00537
AC00932,770335000000.00,Union Bank of India,A01294
AC00933,390112000000.00,HDFC Bank,A01217
AC00934,163615000000.00,HDFC Bank,A01314
AC00935,642095000000.00,Karnataka Bank,A00721
AC00936,949921000000.00,ICICI Bank,A00819
AC00937,288552000000.00,HDFC Bank,A01427
AC00938,195181000000.00,Axis Bank,A00933
AC00939,506294000000.00,Union Bank of India,A01606
AC00940,904299000000.00,ICICI Bank,A00200
AC00941,254236000000.00,Axis Bank,A01536
AC00942,873128000000.00,Axis Bank,A00314
AC00943,670018000000.00,ICICI Bank,A00708
AC00944,425073000000.00,Canara Bank,A01231
AC00945,681762000000.00,Karnataka Bank,A00729
AC00946,141879000000.00,Axis Bank,A01532
AC00947,224680000000.00,State Bank of India,A00297
AC00948,368684000000.00,Axis Bank,A01078
AC00949,712485000000.00,Union Bank of India,A00539
AC00950,568490000000.00,ICICI Bank,A00418
AC00951,779472000000.00,Canara Bank,A00763
AC00952,628036000000.00,State Bank of India,A00641
AC00953,117000000000.00,Axis Bank,A01325
AC00954,126229000000.00,State Bank of India,A00942
AC00955,702387000000.00,Karnataka Bank,A01731
AC00956,370663000000.00,Axis Bank,A01855
AC00957,866231000000.00,Canara Bank,A01163
AC00958,345380000000.00,Axis Bank,A00150
AC00959,556695000000.00,Union Bank of India,A01112
AC00960,420460000000.00,Karnataka Bank,A01698
AC00961,162201000000.00,ICICI Bank,A01799
AC00962,451443000000.00,HDFC Bank,A00276
AC00963,316820000000.00,ICICI Bank,A00117
AC00964,450153000000.00,Axis Bank,A00998
AC00965,965911000000.00,ICICI Bank,A00363
AC00966,702156000000.00,HDFC Bank,A00463
AC00967,891064000000.00,ICICI Bank,A01328
AC00968,719806000000.00,HDFC Bank,A01197
AC00969,799346000000.00,ICICI Bank,A01506
AC00970,695454000000.00,Karnataka Bank,A00943
AC00971,749708000000.00,ICICI Bank,A01859
AC00972,758362000000.00,Karnataka Bank,A01323
AC00973,593711000000.00,Union Bank of India,A00588
AC00974,168656000000.00,HDFC Bank,A00124
AC00975,597289000000.00,HDFC Bank,A00359
AC00976,874581000000.00,HDFC Bank,A01880
AC00977,521048000000.00,Canara Bank,A00267
AC00978,143613000000.00,Axis Bank,A00810
AC00979,167793000000.00,Canara Bank,A01390
AC00980,911710000000.00,ICICI Bank,A01540
AC00981,577055000000.00,State Bank of India,A01888
AC00982,844219000000.00,Karnataka Bank,A01856
AC00983,472848000000.00,State Bank of India,A01872
AC00984,363505000000.00,State Bank of India,A00085
AC00985,402972000000.00,Canara Bank,A01435
AC00986,542121000000.00,Union Bank of India,A00167
AC00987,211237000000.00,HDFC Bank,A00663
AC00988,438548000000.00,State Bank of India,A00773
AC00989,974660000000.00,State Bank of India,A00257
AC00990,122704000000.00,Axis Bank,A01944
AC00991,840945000000.00,ICICI Bank,A00334
AC00992,633020000000.00,Axis Bank,A00732
AC00993,708180000000.00,State Bank of India,A01909
AC00994,501031000000.00,Union Bank of India,A01039
AC00995,740350000000.00,Axis Bank,A00802
AC00996,249983000000.00,Canara Bank,A01598
AC00997,505529000000.00,Axis Bank,A00398
AC00998,464345000000.00,Canara Bank,A00378
AC00999,105797000000.00,Karnataka Bank,A00339
AC01000,509510000000.00,Axis Bank,A01215
AC01001,994701000000.00,State Bank of India,A00038
AC01002,421935000000.00,HDFC Bank,A00204
AC01003,131445000000.00,ICICI Bank,A01678
AC01004,145297000000.00,Union Bank of India,A01313
AC01005,135424000000.00,Karnataka Bank,A01809
AC01006,927909000000.00,State Bank of India,A00649
AC01007,389272000000.00,Karnataka Bank,A00436
AC01008,175109000000.00,Axis Bank,A01405
AC01009,818877000000.00,State Bank of India,A01527
AC01010,295322000000.00,HDFC Bank,A01126
AC01011,790801000000.00,Union Bank of India,A00074
AC01012,707601000000.00,Karnataka Bank,A00764
AC01013,550551000000.00,Canara Bank,A01624
AC01014,954532000000.00,HDFC Bank,A00573
AC01015,604300000000.00,ICICI Bank,A01452
AC01016,934681000000.00,HDFC Bank,A01043
AC01017,264042000000.00,State Bank of India,A01583
AC01018,877088000000.00,ICICI Bank,A00025
AC01019,729656000000.00,ICICI Bank,A00236
AC01020,740941000000.00,Axis Bank,A00011
AC01021,398273000000.00,State Bank of India,A00758
AC01022,515311000000.00,HDFC Bank,A00864
AC01023,997893000000.00,HDFC Bank,A01340
AC01024,109078000000.00,Canara Bank,A01796
AC01025,789654000000.00,ICICI Bank,A01122
AC01026,927675000000.00,Karnataka Bank,A01755
AC01027,989177000000.00,Canara Bank,A00862
AC01028,775280000000.00,Canara Bank,A00220
AC01029,511591000000.00,Karnataka Bank,A01634
AC01030,959065000000.00,ICICI Bank,A00429
AC01031,528476000000.00,Union Bank of India,A00686
AC01032,525802000000.00,HDFC Bank,A01458
AC01033,994287000000.00,Karnataka Bank,A00437
AC01034,744766000000.00,State Bank of India,A01220
AC01035,886334000000.00,HDFC Bank,A00521
AC01036,299890000000.00,State Bank of India,A01080
AC01037,497731000000.00,Union Bank of India,A01442
AC01038,445738000000.00,Axis Bank,A01333
AC01039,825529000000.00,Karnataka Bank,A01099
AC01040,118821000000.00,HDFC Bank,A01724
AC01041,875272000000.00,HDFC Bank,A00369
AC01042,774047000000.00,Canara Bank,A00793
AC01043,982373000000.00,Axis Bank,A01480
AC01044,313387000000.00,State Bank of India,A01570
AC01045,454557000000.00,State Bank of India,A01395
AC01046,428928000000.00,Karnataka Bank,A00449
AC01047,778399000000.00,Canara Bank,A00368
AC01048,375486000000.00,Axis Bank,A01257
AC01049,487331000000.00,Canara Bank,A00951
AC01050,126659000000.00,HDFC Bank,A00741
AC01051,528994000000.00,Karnataka Bank,A00646
AC01052,423423000000.00,ICICI Bank,A01091
AC01053,897360000000.00,Union Bank of India,A01174
AC01054,343647000000.00,Canara Bank,A01816
AC01055,469811000000.00,Axis Bank,A00555
AC01056,865008000000.00,Union Bank of India,A01465
AC01057,628532000000.00,Union Bank of India,A01988
AC01058,293134000000.00,Union Bank of India,A01882
AC01059,613044000000.00,Union Bank of India,A01629
AC01060,557257000000.00,Canara Bank,A01275
AC01061,762659000000.00,Axis Bank,A00419
AC01062,141615000000.00,Canara Bank,A01394
AC01063,302212000000.00,ICICI Bank,A01136
AC01064,143218000000.00,ICICI Bank,A01009
AC01065,185615000000.00,Canara Bank,A00896
AC01066,474367000000.00,ICICI Bank,A01373
AC01067,973837000000.00,Karnataka Bank,A01349
AC01068,715194000000.00,Union Bank of India,A01665
AC01069,620865000000.00,Union Bank of India,A01479
AC01070,915331000000.00,Karnataka Bank,A00586
AC01071,371918000000.00,Karnataka Bank,A00911
AC01072,787968000000.00,Karnataka Bank,A01161
AC01073,122767000000.00,Union Bank of India,A01015
AC01074,244556000000.00,Axis Bank,A01134
AC01075,900273000000.00,Canara Bank,A01100
AC01076,614561000000.00,Union Bank of India,A00269
AC01077,146837000000.00,ICICI Bank,A00073
AC01078,618879000000.00,HDFC Bank,A01609
AC01079,797311000000.00,Union Bank of India,A00114
AC01080,522106000000.00,State Bank of India,A00401
AC01081,707444000000.00,Union Bank of India,A01282
AC01082,622610000000.00,ICICI Bank,A00319
AC01083,952697000000.00,Union Bank of India,A01599
AC01084,462568000000.00,Karnataka Bank,A01714
AC01085,680981000000.00,ICICI Bank,A00240
AC01086,655821000000.00,ICICI Bank,A00203
AC01087,141690000000.00,Karnataka Bank,A00811
AC01088,227089000000.00,HDFC Bank,A01638
AC01089,816711000000.00,Union Bank of India,A01254
AC01090,398150000000.00,State Bank of India,A00377
AC01091,553465000000.00,Union Bank of India,A01850
AC01092,524516000000.00,Axis Bank,A01492
AC01093,692354000000.00,Axis Bank,A01352
AC01094,100506000000.00,Karnataka Bank,A00195
AC01095,978357000000.00,Karnataka Bank,A00975
AC01096,457615000000.00,Union Bank of India,A00242
AC01097,926770000000.00,State Bank of India,A01511
AC01098,512027000000.00,HDFC Bank,A00096
AC01099,702172000000.00,HDFC Bank,A01766
AC01100,728137000000.00,State Bank of India,A01537
AC01101,282612000000.00,ICICI Bank,A01050
AC01102,914455000000.00,Union Bank of India,A01342
AC01103,410281000000.00,State Bank of India,A01474
AC01104,849113000000.00,Karnataka Bank,A01745
AC01105,694181000000.00,State Bank of India,A00840
AC01106,924698000000.00,Union Bank of India,A01339
AC01107,465296000000.00,State Bank of India,A01381
AC01108,837006000000.00,ICICI Bank,A00687
AC01109,663218000000.00,Canara Bank,A01230
AC01110,707985000000.00,HDFC Bank,A01945
AC01111,839179000000.00,Axis Bank,A00466
AC01112,514253000000.00,Union Bank of India,A00120
AC01113,541469000000.00,Union Bank of India,A01301
AC01114,115849000000.00,Karnataka Bank,A00686
AC01115,785738000000.00,Union Bank of India,A01001
AC01116,836473000000.00,HDFC Bank,A01780
AC01117,196101000000.00,State Bank of India,A00196
AC01118,139410000000.00,ICICI Bank,A00363
AC01119,541063000000.00,State Bank of India,A00500
AC01120,718001000000.00,Axis Bank,A01128
AC01121,612961000000.00,Karnataka Bank,A00793
AC01122,688357000000.00,ICICI Bank,A01497
AC01123,310195000000.00,State Bank of India,A01745
AC01124,871445000000.00,Karnataka Bank,A01307
AC01125,853979000000.00,Axis Bank,A00241
AC01126,169312000000.00,HDFC Bank,A01188
AC01127,449779000000.00,Canara Bank,A00288
AC01128,361162000000.00,Karnataka Bank,A00419
AC01129,232391000000.00,HDFC Bank,A01348
AC01130,737022000000.00,Karnataka Bank,A00688
AC01131,444317000000.00,Axis Bank,A00092
AC01132,430640000000.00,State Bank of India,A00206
AC01133,706898000000.00,HDFC Bank,A00565
AC01134,249080000000.00,HDFC Bank,A01747
AC01135,271958000000.00,Union Bank of India,A01614
AC01136,512509000000.00,Canara Bank,A01001
AC01137,632374000000.00,Axis Bank,A01669
AC01138,479398000000.00,Axis Bank,A00540
AC01139,556938000000.00,HDFC Bank,A00663
AC01140,239644000000.00,Axis Bank,A01660
AC01141,461154000000.00,Karnataka Bank,A01911
AC01142,542007000000.00,Union Bank of India,A01953
AC01143,414233000000.00,State Bank of India,A00311
AC01144,693215000000.00,Axis Bank,A01766
AC01145,760824000000.00,State Bank of India,A00466
AC01146,385839000000.00,Canara Bank,A00644
AC01147,911474000000.00,Axis Bank,A00179
AC01148,913046000000.00,Karnataka Bank,A01509
AC01149,826176000000.00,HDFC Bank,A01645
AC01150,633743000000.00,State Bank of India,A01280
AC01151,231256000000.00,ICICI Bank,A00499
AC01152,629504000000.00,Axis Bank,A01584
AC01153,441504000000.00,Canara Bank,A01842
AC01154,945477000000.00,Union Bank of India,A00154
AC01155,176670000000.00,Karnataka Bank,A01804
AC01156,784643000000.00,State Bank of India,A00601
AC01157,711415000000.00,State Bank of India,A01686
AC01158,706045000000.00,Karnataka Bank,A01135
AC01159,796019000000.00,Axis Bank,A00488
AC01160,584820000000.00,Canara Bank,A00939
AC01161,854676000000.00,Karnataka Bank,A01642
AC01162,501054000000.00,Canara Bank,A00893
AC01163,958339000000.00,State Bank of India,A01266
AC01164,556729000000.00,Canara Bank,A01820
AC01165,788645000000.00,Union Bank of India,A01409
AC01166,857514000000.00,Axis Bank,A01744
AC01167,892427000000.00,State Bank of India,A01703
AC01168,647035000000.00,State Bank of India,A00905
AC01169,743491000000.00,HDFC Bank,A00476
AC01170,591933000000.00,Canara Bank,A01490
AC01171,487093000000.00,State Bank of India,A01910
AC01172,623274000000.00,Karnataka Bank,A01268
AC01173,841535000000.00,HDFC Bank,A01110
AC01174,597485000000.00,HDFC Bank,A01947
AC01175,605375000000.00,Union Bank of India,A00917
AC01176,609185000000.00,Canara Bank,A01779
AC01177,318499000000.00,ICICI Bank,A00264
