Phone_ID,Phone_Number,Accused_ID
P01074,9926346979,A01318
P01075,9328748744,A00671
P01076,9938797478,A01119
P01077,9558396108,A00354
P01078,9396669615,A00924
P01079,9288778169,A00860
P01080,9900450031,A01264
P01081,9990738700,A01026
P01082,9266613290,A01768
P01083,9700661237,A00289
P01084,9525699408,A01385
P01085,9719555953,A00985
P01086,9936884864,A00116
P01087,9696425110,A01562
P01088,9572194421,A00940
P01089,9322795185,A00885
P01090,9578132757,A01431
P01091,9913504592,A00309
P01092,9315518464,A01336
P01093,9687903717,A01527
P01094,9453027653,A00873
P01095,9295783907,A01602
P01096,9541113863,A01667
P01097,9237716628,A00292
P01098,9544330972,A01964
P01099,9398173271,A00926
P01100,9961463559,A01401
P01101,9593993451,A00174
P01102,9859039021,A00330
P01103,9405102441,A01645
P01104,9514677456,A01005
P01105,9603546206,A00467
P01106,9649922252,A00284
P01107,9384635867,A00916
P01108,9461913254,A01279
P01109,9994246876,A01336
P01110,9266549256,A00630
P01111,9831824243,A01597
P01112,9354735412,A00009
P01113,9805798416,A00412
P01114,9787238648,A00478
P01115,9403053274,A00779
P01116,9733859123,A01861
P01117,9105203425,A00822
P01118,9798835708,A00865
P01119,9199877878,A01881
P01120,9196255386,A00387
P01121,9503638375,A01263
P01122,9313292192,A01780
P01123,9193963557,A00940
P01124,9909773521,A01729
P01125,9229153431,A00404
P01126,9467709052,A01330
P01127,9449549621,A01123
P01128,9847020084,A00157
P01129,9268239305,A00232
P01130,9344494216,A01089
P01131,9625602825,A01573
P01132,9713334923,A01158
P01133,9769869515,A00099
P01134,9676490582,A00787
P01135,9573993048,A01298
P01136,9617318380,A00596
P01137,9492312762,A00587
P01138,9488771326,A01639
P01139,9715634231,A00790
P01140,9867925786,A00841
P01141,9254211007,A00644
P01142,9810535309,A01063
P01143,9200439137,A01056
P01144,9634136460,A01950
P01145,9175891343,A00246
P01146,9728757909,A01147
P01147,9739442326,A00019
P01148,9904423636,A00493
P01149,9459662076,A01933
P01150,9743636937,A01043
P01151,9756092011,A00964
P01152,9487243607,A00360
P01153,9873011327,A01180
P01154,9816428676,A01304
P01155,9879710197,A01698
P01156,9434797509,A00662
P01157,9447258135,A01985
P01158,9814806563,A01141
P01159,9148149805,A00327
P01160,9812233677,A00283
P01161,9752561806,A01027
P01162,9447667327,A01663
P01163,9846468548,A00598
P01164,9329740427,A00772
P01165,9908433854,A01376
P01166,9616813771,A00693
P01167,9823617112,A00181
P01168,9958011106,A00532
P01169,9945373020,A01856
P01170,9453861890,A00313
P01171,9553149136,A01337
P01172,9528769742,A00119
P01173,9130658277,A00166
P01174,9395423773,A01901
P01175,9406477290,A01809
P01176,9533471585,A00861
P01177,9775614838,A01640
P01178,9805038344,A01334
P01179,9736785580,A00473
P01180,9274600199,A01933
P01181,9707749570,A01837
P01182,9915694210,A00028
P01183,9835836071,A00795
P01184,9406848500,A00111
P01185,9838788593,A01807
P01186,9814888965,A01092
P01187,9203959155,A01485
P01188,9594234029,A00185
P01189,9753282138,A01135
P01190,9276461842,A01972
P01191,9187767773,A01216
P01192,9204269561,A00501
P01193,9690978445,A00379
P01194,9918147789,A01067
P01195,9893953506,A01608
P01196,9876587029,A01860
P01197,9259132255,A01706
P01198,9342103974,A01066
P01199,9887178723,A00133
P01200,9361038096,A01176
P01201,9379465618,A00772
P01202,9837800459,A00182
P01203,9498725695,A01825
P01204,9703709585,A01464
P01205,9203364357,A00924
P01206,9781040037,A01515
P01207,9172948291,A00341
P01208,9533998798,A01593
P01209,9377044264,A00762
P01210,9946748192,A01092
P01211,9543342528,A00910
P01212,9400365622,A01186
P01213,9690862608,A00549
P01214,9245293017,A01697
P01215,9972614324,A00973
P01216,9277834915,A00262
P01217,9838490230,A01244
P01218,9997958975,A01431
P01219,9195733046,A01752
P01220,9893638548,A00950
P01221,9182185857,A00567
P01222,9545404785,A00543
P01223,9976385028,A00260
P01224,9527595816,A01121
P01225,9436467379,A00770
P01226,9364189766,A01780
P01227,9533283637,A00445
P01228,9270680662,A01284
P01229,9342996874,A00781
P01230,9929979903,A01470
P01231,9979934536,A00513
P01232,9806060934,A01263
P01233,9246564420,A01989
P01234,9644022739,A00539
P01235,9837851956,A00801
P01236,9768885435,A01950
P01237,9357551470,A01453
P01238,9600706707,A00008
P01239,9967483311,A00601
P01240,9129225446,A01435
P01241,9417593152,A01999
P01242,9351485320,A00464
P01243,9489063548,A00860
P01244,9488727522,A00934
P01245,9158527196,A00579
P01246,9313347452,A01442
P01247,9452422857,A01417
P01248,9879933753,A01958
P01249,9709666126,A00460
P01250,9821163720,A01307
P01251,9171315016,A00252
P01252,9116304622,A00194
P01253,9703882321,A01433
P01254,9617630817,A01595
P01255,9383330661,A00354
P01256,9765242792,A01224
P01257,9846143749,A00709
P01258,9750741426,A00912
P01259,9371665419,A01186
P01260,9145344763,A01329
P01261,9629740531,A00351
P01262,9752983769,A00403
P01263,9967413496,A00284
P01264,9955162812,A00190
P01265,9984122907,A01169
P01266,9872285216,A00280
P01267,9599018659,A00290
P01268,9910116842,A01027
P01269,9932574928,A01438
P01270,9537022820,A01883
P01271,9176647936,A01593
P01272,9673762734,A00412
P01273,9809343410,A02000
P01274,9662775873,A01992
P01275,9938466085,A01415
P01276,9264026800,A00251
P01277,9429007010,A00047
P01278,9569521185,A01463
P01279,9707803110,A00026
P01280,9129503541,A00343
P01281,9712672960,A00926
P01282,9376883621,A01966
P01283,9342752697,A00731
P01284,9236819020,A01147
P01285,9915911058,A00986
P01286,9590457164,A01976
P01287,9398186369,A00008
P01288,9778696524,A00468
P01289,9217131470,A01352
P01290,9228810554,A01170
P01291,9947696712,A00638
P01292,9498559655,A01997
P01293,9889751228,A00971
P01294,9507312383,A01415
P01295,9614409762,A00618
P01296,9572221624,A01860
P01297,9633280528,A01676
P01298,9416326022,A01849
P01299,9246142977,A00546
P01300,9967536509,A00211
P01301,9860021081,A01363
P01302,9499948211,A00011
P01303,9253427108,A00395
P01304,9133691168,A00159
P01305,9338054300,A00615
P01306,9312820571,A01729
P01307,9197223354,A01494
P01308,9503338034,A00469
P01309,9313708733,A01851
P01310,9754460452,A00565
P01311,9478451112,A01550
P01312,9376356657,A00238
P01313,9530523428,A00415
P01314,9705367190,A01917
P01315,9308970989,A01462
P01316,9536806537,A00738
P01317,9943821339,A00970
P01318,9362985128,A01252
P01319,9960783269,A01826
P01320,9457491293,A00244
P01321,9507289905,A01822
P01322,9499923377,A00533
P01323,9396210340,A01243
P01324,9270851209,A00508
P01325,9829996508,A01384
P01326,9364163456,A00721
P01327,9603730674,A00605
P01328,9636176209,A00612
P01329,9180475389,A00400
P01330,9838159573,A00639
P01331,9535265061,A00583
P01332,9766982354,A01773
P01333,9129880678,A00323
P01334,9962732035,A01091
P01335,9147488872,A00206
P01336,9529063135,A00361
P01337,9532862899,A00780
P01338,9906610047,A01000
P01339,9569009143,A01814
P01340,9134444696,A01488
P01341,9116997031,A01074
P01342,9113920787,A00357
P01343,9211045252,A01024
P01344,9266290437,A00966
P01345,9472179504,A01625
P01346,9178631016,A01728
P01347,9160423399,A00912
P01348,9446858139,A01434
P01349,9738821762,A00266
P01350,9981183840,A01792
P01351,9737108356,A01264
P01352,9376682196,A00425
P01353,9707671415,A00960
P01354,9521382341,A01205
P01355,9894495148,A01898
P01356,9881816110,A00405
P01357,9214472799,A01692
P01358,9932896574,A01318
P01359,9785584210,A00570
P01360,9712086626,A00084
P01361,9981995051,A01384
P01362,9819315300,A01114
P01363,9318365497,A01261
P01364,9543071696,A00979
P01365,9494992893,A00091
P01366,9529874163,A01438
P01367,9653357439,A00894
P01368,9961298347,A01791
P01369,9597552885,A01559
P01370,9343298976,A01754
P01371,9344644640,A01131
P01372,9694037478,A01118
P01373,9463804399,A01543
P01374,9837616886,A01901
P01375,9707126062,A01401
P01376,9723864980,A01830
P01377,9349438224,A01601
P01378,9512949872,A01146
P01379,9490559899,A01393
P01380,9850205110,A01215
P01381,9354980318,A00630
P01382,9413294847,A00487
P01383,9808890468,A00916
P01384,9619592669,A01685
P01385,9811105633,A00188
P01386,9854410732,A00549
P01387,9571901645,A00378
P01388,9154098926,A01471
P01389,9250148177,A00631
P01390,9756867320,A00860
P01391,9229890550,A00036
P01392,9994799466,A01045
P01393,9691017805,A01692
P01394,9132544182,A00091
P01395,9527934773,A00035
P01396,9508559181,A01085
P01397,9944586680,A01144
P01398,9323721072,A01811
P01399,9154818772,A01396
P01400,9450995155,A00461
P01401,9932034208,A01331
P01402,9923382452,A01258
P01403,9329003405,A01010
P01404,9961706560,A00185
P01405,9367070952,A00738
P01406,9692842814,A01300
P01407,9573270606,A00612
P01408,9296012274,A00543
P01409,9520236001,A00818
P01410,9718743973,A00970
P01411,9843078746,A01412
P01412,9108237900,A01464
P01413,9430362853,A01432
P01414,9561273701,A01969
P01415,9172784819,A01148
P01416,9521437654,A01580
P01417,9422758471,A01763
P01418,9857669664,A00799
P01419,9287847649,A00536
P01420,9365509117,A00598
P01421,9480130113,A01165
P01422,9947983241,A00019
P01423,9690924495,A01531
P01424,9459621030,A01631
P01425,9747364848,A00931
P01426,9566382480,A01128
P01427,9165393425,A01340
P01428,9461449939,A01340
P01429,9846608698,A00169
P01430,9107628663,A00989
P01431,9154680685,A00485
P01432,9437795339,A00093
P01433,9309441442,A00783
P01434,9726287993,A01579
P01435,9819276365,A01614
P01436,9128181198,A01081
P01437,9543073020,A01802
P01438,9447740312,A00919
P01439,9887149134,A00609
P01440,9871720927,A00157
P01441,9876517771,A01388
P01442,9826380239,A01891
P01443,9851457073,A01131
P01444,9640841516,A00217
P01445,9984792676,A01196
P01446,9919519279,A01737
P01447,9309618980,A01811
P01448,9130560341,A00865
P01449,9284478973,A01866
P01450,9984643961,A00279
P01451,9326056736,A00250
P01452,9504151017,A01052
P01453,9540571965,A00125
P01454,9674518451,A01302
P01455,9115965943,A00865
P01456,9422263792,A01261
P01457,9590201125,A01540
P01458,9352770487,A00067
P01459,9256722662,A00201
P01460,9716381443,A01753
P01461,9184345569,A01007
P01462,9725332314,A00033
P01463,9504751113,A00611
P01464,9952075984,A00263
P01465,9978217867,A01562
P01466,9342929299,A00340
P01467,9401564554,A01114
P01468,9793880660,A00100
P01469,9791206360,A01370
P01470,9703024540,A01139
P01471,9147797384,A01069
P01472,9254177586,A01974
P01473,9883071564,A00387
P01474,9767581019,A01943
P01475,9559851349,A00047
P01476,9312770842,A00095
P01477,9242643627,A00286
P01478,9277298722,A00907
P01479,9650131262,A01812
P01480,9434646122,A01368
P01481,9119378312,A01137
P01482,9235788796,A00111
P01483,9464133767,A01052
P01484,9827578549,A00973
P01485,9286608962,A00952
P01486,9130121735,A01690
P01487,9405913472,A00380
P01488,9247048489,A01035
P01489,9345412102,A00761
P01490,9608471343,A00041
P01491,9278751593,A00109
P01492,9717133222,A01948
P01493,9174681498,A01503
P01494,9183751478,A00724
P01495,9676580604,A00055
P01496,9397169282,A00714
P01497,9837049472,A00670
P01498,9915087572,A01374
P01499,9939464758,A00843
P01500,9975271411,A01695
P01501,9361344646,A01571
P01502,9420849448,A01842
P01503,9727710552,A00341
P01504,9300520507,A00849
P01505,9652628308,A00899
P01506,9658288142,A00337
P01507,9346992439,A00378
P01508,9551206617,A01396
P01509,9589778408,A01662
P01510,9425662727,A00053
P01511,9876663588,A00264
P01512,9741642689,A01554
P01513,9792822784,A00886
P01514,9621349328,A01919
P01515,9573829344,A01705
P01516,9705705538,A01476
P01517,9309775633,A01052
P01518,9270216341,A00001
P01519,9895609867,A01297
P01520,9312855892,A00046
P01521,9450429383,A01247
P01522,9402501346,A01560
P01523,9361245630,A01765
P01524,9121539953,A01131
P01525,9123216112,A01108
P01526,9811324634,A00685
P01527,9452271689,A00976
P01528,9956731522,A00044
P01529,9278717106,A01893
P01530,9323824098,A01865
P01531,9744801753,A00697
P01532,9758526398,A01416
P01533,9423710954,A00834
P01534,9794412921,A00095
P01535,9170411071,A00577
P01536,9762902948,A00435
P01537,9173381189,A00603
P01538,9565027399,A00754
P01539,9260244821,A01270
P01540,9553839497,A00980
P01541,9346673114,A00416
P01542,9812578641,A00023
P01543,9614450833,A01438
P01544,9726642280,A01302
P01545,9335181252,A00384
P01546,9485107173,A00603
P01547,9912156504,A01628
P01548,9443865346,A01752
P01549,9298772689,A00113
P01550,9353363584,A01987
P01551,9463462065,A01170
P01552,9907467074,A00240
P01553,9620674658,A01430
P01554,9798016010,A01311
P01555,9522244583,A00751
P01556,9564817111,A00756
P01557,9255757973,A00813
P01558,9572903517,A00510
P01559,9652739116,A00489
P01560,9506231212,A01001
P01561,9831708126,A00353
P01562,9205194232,A00985
P01563,9172419621,A01361
P01564,9357008297,A01270
P01565,9319386532,A00982
P01566,9622275257,A01054
P01567,9887021295,A01267
P01568,9209510705,A00086
P01569,9819579467,A00584
P01570,9757654245,A00179
P01571,9100297492,A01751
P01572,9929350248,A00618
P01573,9864755139,A01569
P01574,9476996128,A00565
P01575,9343040307,A00013
P01576,9385752449,A00184
P01577,9704047523,A01506
P01578,9862562017,A00081
P01579,9729850742,A00136
P01580,9651364011,A00576
P01581,9754497068,A01993
P01582,9747126676,A01940
P01583,9705303432,A00434
P01584,9421062353,A01860
P01585,9504987555,A01593
P01586,9796103306,A00417
P01587,9148472007,A00837
P01588,9174918588,A01919
P01589,9931472879,A01305
P01590,9294155586,A00629
P01591,9583711921,A01513
P01592,9725958932,A01517
P01593,9599185965,A00272
P01594,9849601277,A00944
P01595,9914988617,A00347
P01596,9435393969,A00591
P01597,9546808285,A00065
P01598,9644095976,A01036
P01599,9181225677,A00643
P01600,9751884253,A01830
P01601,9823255956,A01854
P01602,9661896792,A00646
P01603,9859905250,A01832
P01604,9375959045,A00167
P01605,9960884232,A00824
P01606,9928340946,A01838
P01607,9908386278,A00977
P01608,9266642830,A00310
P01609,9535019722,A01805
P01610,9497223727,A01163
P01611,9350428976,A00859
P01612,9868592434,A01959
P01613,9528147462,A00051
P01614,9546524393,A00189
P01615,9414629999,A00024
P01616,9978292162,A01504
P01617,9492956262,A00162
P01618,9648018036,A00926
P01619,9414996476,A01781
P01620,9739898916,A01361
P01621,9579528539,A00470
P01622,9260427928,A01020
P01623,9663135572,A01000
P01624,9101821816,A00001
P01625,9364035304,A00655
P01626,9222304016,A01791
P01627,9649815348,A01134
P01628,9527730013,A01202
P01629,9304100633,A01374
P01630,9565048188,A00496
P01631,9784702167,A01548
P01632,9400725073,A00170
P01633,9612018023,A01216
P01634,9260314981,A00826
P01635,9123714690,A00857
P01636,9403036858,A01054
P01637,9572258101,A00356
P01638,9192930237,A00743
P01639,9874101179,A01294
P01640,9473765483,A01115
P01641,9484679230,A01338
P01642,9517975512,A00927
P01643,9405932801,A01500
P01644,9997587283,A01951
P01645,9388210215,A01265
P01646,9158529802,A01252
P01647,9489223860,A01568
P01648,9481945576,A00785
P01649,9421008728,A00326
P01650,9634285222,A00815
P01651,9982147777,A00798
P01652,9788622037,A01228
P01653,9400853581,A01753
P01654,9935857463,A00463
P01655,9257453134,A01552
P01656,9320762217,A00055
P01657,9468340835,A00324
P01658,9511955349,A00909
P01659,9539708600,A00821
P01660,9505621254,A00574
P01661,9260291307,A01387
P01662,9191844773,A00083
P01663,9839981570,A00133
P01664,9256897960,A01222
P01665,9913871162,A01381
P01666,9557942086,A01111
P01667,9684126760,A00140
P01668,9410252529,A01975
P01669,9414704417,A01514
P01670,9349191917,A01425
P01671,9701500615,A00323
P01672,9400329332,A01074
P01673,9838928642,A00454
P01674,9568244907,A00531
P01675,9457759479,A00315
P01676,9665752705,A00615
P01677,9579762274,A00204
P01678,9282742063,A00910
P01679,9659964497,A00879
P01680,9120994576,A00571
P01681,9621452896,A01897
P01682,9468481977,A01997
P01683,9731262643,A01249
P01684,9869983557,A01688
P01685,9459733291,A00921
P01686,9259662967,A01876
P01687,9548828543,A01856
P01688,9434216617,A00520
P01689,9793839249,A01318
P01690,9343352885,A01974
P01691,9527032768,A00322
P01692,9404823018,A01736
P01693,9572535154,A00903
P01694,9948456120,A01090
P01695,9711974776,A00539
P01696,9814295187,A00840
P01697,9491957315,A00158
P01698,9657659332,A00047
P01699,9361001211,A00290
P01700,9367623013,A00708
P01701,9886736463,A01298
P01702,9829215633,A01580
P01703,9600454445,A00071
P01704,9452393616,A00307
P01705,9441538822,A01273
P01706,9979847392,A01433
P01707,9742723841,A00493
P01708,9807808409,A00418
P01709,9345768582,A01152
P01710,9975391504,A01243
P01711,9881894725,A00239
P01712,9933205070,A01778
P01713,9250146016,A01094
P01714,9594484770,A00618
P01715,9524724546,A01216
P01716,9131527995,A00094
P01717,9863939574,A01904
P01718,9233759975,A00095
P01719,9335636459,A00609
P01720,9113692481,A00624
P01721,9474262065,A00225
P01722,9607595265,A00449
P01723,9274911572,A00608
P01724,9986192670,A01567
P01725,9622423561,A01573
P01726,9343670601,A01316
P01727,9474812156,A01923
P01728,9467434628,A01645
P01729,9806732768,A00217
P01730,9109621306,A01654
P01731,9499524912,A00240
P01732,9652808433,A00835
P01733,9302063268,A01436
P01734,9414113851,A00455
P01735,9120954847,A01739
P01736,9381952739,A00594
P01737,9109648262,A00151
P01738,9585498381,A01183
P01739,9751242535,A01544
P01740,9236359103,A00354
P01741,9178838043,A00592
P01742,9729179754,A01338
P01743,9634270401,A01596
P01744,9463336731,A01872
P01745,9471585476,A00835
P01746,9478250322,A01722
P01747,9525450968,A01317
P01748,9121124914,A00029
P01749,9192944807,A00798
P01750,9988613285,A00031
P01751,9739015051,A01561
P01752,9192700210,A00012
P01753,9315629831,A01691
P01754,9251720254,A01712
P01755,9223586507,A01177
P01756,9834171000,A00376
P01757,9462971638,A00936
P01758,9823491474,A00473
P01759,9144308441,A00305
P01760,9538811497,A00203
P01761,9325652758,A01976
P01762,9475533722,A00004
P01763,9932769925,A00666
P01764,9118730966,A01226
P01765,9418987513,A00581
P01766,9747336697,A00555
P01767,9586560188,A00529
P01768,9960155614,A01628
P01769,9555070976,A01613
P01770,9521950150,A00261
P01771,9397627845,A00459
P01772,9554111341,A00698
P01773,9238333631,A01597
P01774,9589118856,A01604
P01775,9911871130,A01558
P01776,9130809823,A00703
P01777,9193127429,A00502
P01778,9254547518,A00754
P01779,9607713924,A00305
P01780,9980603604,A01074
P01781,9452506499,A01602
P01782,9308340322,A01236
P01783,9748844902,A01503
P01784,9836999042,A00745
P01785,9570764454,A00471
P01786,9752356818,A00649
P01787,9612395458,A00562
P01788,9510799207,A00922
P01789,9219223309,A01183
P01790,9104147691,A01034
P01791,9526401077,A01565
P01792,9505900083,A01488
P01793,9396267524,A01177
P01794,9493676031,A00289
P01795,9834540196,A01355
P01796,9494974282,A00303
P01797,9610870908,A01824
P01798,9915178199,A01048
P01799,9303577154,A00359
P01800,9201203451,A00722
P01801,9596037743,A01550
P01802,9340490667,A01484
P01803,9295224264,A00545
P01804,9114183814,A01801
P01805,9358609623,A01619
P01806,9602643876,A01885
P01807,9382454567,A01016
P01808,9891058489,A01502
P01809,9261609743,A00393
P01810,9854621285,A01197
P01811,9329967633,A00275
P01812,9171058405,A00171
P01813,9898781189,A00317
P01814,9330710220,A00122
P01815,9459786335,A00230
P01816,9270966320,A00145
P01817,9870753641,A01396
P01818,9795359342,A00414
P01819,9711428079,A00139
P01820,9694674340,A01501
P01821,9673254021,A01440
P01822,9541381364,A01412
P01823,9362134192,A00610
P01824,9542504880,A01200
P01825,9584391080,A00266
P01826,9769219604,A01705
P01827,9811923019,A01945
P01828,9255544593,A01157
P01829,9575994689,A00368
P01830,9269501130,A01814
P01831,9799739267,A00179
P01832,9477662271,A00250
P01833,9566745894,A01390
P01834,9799574111,A01004
P01835,9655160186,A00893
P01836,9229091235,A00343
P01837,9655324834,A00602
P01838,9435840580,A01633
P01839,9874713898,A00439
P01840,9176371296,A01211
P01841,9384284135,A01516
P01842,9744405165,A00955
P01843,9661414664,A00747
P01844,9502571145,A01215
P01845,9108134108,A00966
P01846,9527631124,A00208
P01847,9457139363,A01110
P01848,9334386014,A01579
P01849,9809208679,A00888
P01850,9881716120,A00785
P01851,9969399270,A01468
P01852,9660883929,A00165
P01853,9321815113,A01245
P01854,9483956288,A01643
P01855,9664162534,A01260
P01856,9689163173,A00070
P01857,9320515704,A01826
P01858,9861542523,A01566
P01859,9730241942,A01844
P01860,9639868411,A00677
P01861,9788129004,A01660
P01862,9472682133,A01832
P01863,9466195200,A00760
P01864,9717406864,A00227
P01865,9538916977,A01518
P01866,9295450270,A01762
P01867,9724378627,A00829
P01868,9533724088,A00464
P01869,9195128747,A01427
P01870,9944335688,A00687
P01871,9473101954,A00306
P01872,9184342020,A01398
P01873,9734652893,A00990
P01874,9442339035,A00612
P01875,9194093156,A00501
P01876,9158689282,A01767
P01877,9371024026,A00877
P01878,9370894489,A01168
P01879,9729897587,A01854
P01880,9572018699,A00193
P01881,9690357906,A00157
P01882,9670517675,A00349
P01883,9339888254,A00703
P01884,9197385106,A00232
P01885,9692444809,A01760
P01886,9404289436,A00859
P01887,9587707328,A01708
P01888,9537510508,A00647
P01889,9774732723,A00938
P01890,9910433609,A01704
P01891,9231176721,A01410
P01892,9412504859,A00270
P01893,9598460193,A00962
P01894,9175673439,A00509
P01895,9775896232,A01427
P01896,9632618305,A00772
P01897,9504564356,A00393
P01898,9480136969,A00928
P01899,9845051471,A01699
P01900,9295071442,A00037
P01901,9365303243,A01851
P01902,9884675366,A00650
P01903,9313146159,A00120
P01904,9822407383,A00242
P01905,9766024487,A00483
P01906,9886643144,A01915
P01907,9488362374,A00157
P01908,9782281683,A01270
P01909,9470255547,A00317
P01910,9751350862,A01238
P01911,9777403385,A01536
P01912,9675464694,A00518
P01913,9505182276,A01060
P01914,9791187469,A00108
P01915,9305939021,A00806
P01916,9143645005,A01351
P01917,9655802586,A01627
P01918,9527136898,A01727
P01919,9123708760,A01316
P01920,9427760500,A01430
P01921,9355599092,A01128
P01922,9117726353,A00687
P01923,9612407200,A01176
P01924,9535580173,A00649
P01925,9241989178,A00880
P01926,9672805869,A01196
P01927,9182150774,A00464
P01928,9986275170,A01346
P01929,9547825572,A00239
P01930,9418949898,A01432
P01931,9327867417,A01961
P01932,9717329086,A00796
P01933,9171793616,A00996
P01934,9182867769,A01716
P01935,9612609422,A01803
P01936,9717261456,A00366
P01937,9562360190,A01041
P01938,9113815230,A01540
P01939,9112733000,A00351
P01940,9213236481,A00446
P01941,9401702421,A01137
P01942,9582532259,A01042
P01943,9769834287,A01651
P01944,9489414189,A01803
P01945,9419230532,A01229
P01946,9295145231,A01493
P01947,9215874407,A00016
P01948,9352733818,A01638
P01949,9819445760,A00724
P01950,9100083688,A01903
P01951,9514580396,A01848
P01952,9155931588,A00240
P01953,9685090950,A01967
P01954,9910831413,A00092
P01955,9658565946,A00709
P01956,9730456648,A00394
P01957,9615560384,A00959
P01958,9911831940,A01873
P01959,9598615317,A01439
P01960,9194496980,A01168
P01961,9235890047,A00044
P01962,9503258998,A01683
P01963,9375576985,A00298
P01964,9661749457,A00522
P01965,9554658910,A00689
P01966,9971510727,A01393
P01967,9251133983,A01400
P01968,9690051240,A01437
P01969,9329994929,A00777
P01970,9834343146,A01667
P01971,9309819399,A01675
P01972,9366193077,A01427
P01973,9531297513,A00565
P01974,9878998032,A00001
P01975,9563085817,A00968
P01976,9726586723,A00633
P01977,9697500465,A00566
P01978,9818020484,A00427
P01979,9830145204,A01903
P01980,9694935341,A00286
P01981,9480937824,A01420
P01982,9318278823,A00531
P01983,9306556748,A00467
P01984,9849446960,A01537
P01985,9155255060,A01213
P01986,9411668185,A01154
P01987,9381603749,A01289
P01988,9852732822,A01714
P01989,9148720548,A01571
P01990,9533928878,A01311
P01991,9908438390,A01620
P01992,9164409496,A01649
P01993,9365033240,A00557
P01994,9305283854,A01898
P01995,9771542416,A00978
P01996,9703945324,A01145
P01997,9138871733,A00088
P01998,9556055489,A01738
P01999,9718579304,A01183
P02000,9377705157,A01347
P02001,9902536267,A00045
P02002,9189858509,A00355
P02003,9976587732,A00390
P02004,9795168228,A01616
P02005,9887330037,A00356
P02006,9954543166,A00005
P02007,9849311447,A01303
P02008,9751678261,A01030
P02009,9730500623,A00102
P02010,9513784616,A00915
P02011,9535929127,A00285
P02012,9539375435,A01343
P02013,9764468200,A01888
P02014,9839888177,A01494
P02015,9380793182,A01161
P02016,9568435408,A01121
P02017,9622200665,A00708
P02018,9809132083,A01630
P02019,9947954982,A00874
P02020,9310781249,A01132
P02021,9841291942,A00515
P02022,9444336582,A01514
P02023,9401811783,A01681
P02024,9562969491,A00568
P02025,9344213181,A01032
P02026,9648171910,A01384
P02027,9537104648,A00718
P02028,9960995242,A01371
P02029,9340571526,A00774
P02030,9814592722,A00771
P02031,9515205898,A01314
P02032,9982929878,A00420
P02033,9834186433,A01173
P02034,9116222123,A01503
P02035,9159386581,A00284
P02036,9386909863,A00150
P02037,9527215411,A00340
P02038,9806197094,A01986
P02039,9399402444,A01541
P02040,9936810058,A00316
P02041,9808198261,A00210
P02042,9368802820,A01225
P02043,9933659077,A00828
P02044,9794585203,A01699
P02045,9498002260,A00423
P02046,9495314820,A01719
P02047,9708831953,A01856
P02048,9379559053,A00455
P02049,9753137145,A01962
P02050,9325608898,A00149
P02051,9753162487,A00010
P02052,9772334184,A00542
P02053,9979863704,A01991
P02054,9700625688,A01183
P02055,9902966066,A00261
P02056,9165915193,A01288
P02057,9465035767,A00307
P02058,9922551596,A01627
P02059,9922764398,A01773
P02060,9140805555,A01079
P02061,9256701679,A01370
P02062,9579460176,A01564
P02063,9302983764,A00886
P02064,9214437305,A00637
P02065,9603605357,A00769
P02066,9941057487,A00380
P02067,9145567839,A00709
P02068,9657422806,A01914
P02069,9485499962,A01195
P02070,9807942564,A00897
P02071,9531453720,A01947
P02072,9479830143,A01542
P02073,9478488630,A01020
P02074,9525079833,A01583
P02075,9853654006,A01059
P02076,9612223035,A01639
P02077,9745088007,A01105
P02078,9913092290,A01251
P02079,9228453036,A01039
P02080,9464952995,A00940
P02081,9762757116,A00894
P02082,9915238892,A01322
P02083,9773295051,A01141
P02084,9124283193,A01286
P02085,9919507055,A00947
P02086,9396692058,A00274
P02087,9383620364,A00496
P02088,9967247538,A00356
P02089,9781498251,A00210
P02090,9546227291,A00111
P02091,9511402521,A01005
P02092,9662058984,A00931
P02093,9576262492,A01894
P02094,9499721084,A00710
P02095,9493576738,A01187
P02096,9381203692,A01903
P02097,9373747573,A01220
P02098,9951120722,A00997
P02099,9102890192,A00338
P02100,9138683088,A00641
P02101,9654140301,A00315
P02102,9773772087,A01312
P02103,9191386146,A00987
P02104,9255076911,A01257
P02105,9818271488,A01068
P02106,9604678483,A00100
P02107,9510968277,A00062
P02108,9627400673,A00496
P02109,9844126095,A00883
P02110,9121584315,A01723
P02111,9673973240,A01486
P02112,9244664532,A00782
P02113,9177499426,A01636
P02114,9803201002,A01809
P02115,9742671521,A01193
P02116,9448384228,A01694
P02117,9876957773,A00626
P02118,9597906751,A00516
P02119,9812247378,A00181
P02120,9331551544,A01467
P02121,9280578406,A01381
P02122,9657605934,A00833
P02123,9429521575,A01544
P02124,9246971093,A01961
P02125,9827724226,A01759
P02126,9618360329,A01487
P02127,9494889854,A01405
P02128,9601801620,A00734
P02129,9153371358,A01398
P02130,9256675168,A00827
P02131,9826803656,A01228
P02132,9453142495,A01703
P02133,9535836538,A01707
P02134,9688976679,A00726
P02135,9117047165,A00931
P02136,9701521866,A00784
P02137,9939864286,A00042
P02138,9683046537,A00630
P02139,9298778090,A01271
P02140,9432357768,A01477
P02141,9903581837,A00926
P02142,9218315105,A01615
P02143,9265413474,A00601
P02144,9280815720,A00383
P02145,9878982533,A01159
P02146,9781476975,A01936
P02147,9714273693,A00878
P02148,9708320632,A00780
